lat,lon,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,ADDRESS_LINE_1
43.7093479,-79.5102368,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,"Reactivation Care Centre - Humber River Hospital, Church Site",200 Church Street
43.6464786,-79.4021882,Community Health Centre,Main,The Centre Francophone Du Grand Toronto Head Office,"555 Richmond Street West, Suite 303"
43.6877402,-79.4909794,Pharmacy,Retail Pharmacy,Weston & Eglinton Pharmacy,1183 Weston Road
43.6911929,-79.2873007,Seniors Active Living Centre,,Access Alliance Multicultural Health And Community Services,3079 Danforth Avenue
43.6491948,-79.3727311,Pharmacy,Retail Pharmacy,Metro Pharmacy #562,80 Front Street East
43.6487546,-79.396922,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1321,110-390 Queen'South Quay West
43.7662865,-79.4721357,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,2 Champagne Drive
43.6976631,-79.3960965,Pharmacy,Retail Pharmacy,Welcome Guardian Pharmacy,1881 Yonge Street
43.6974741,-79.5449049,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,245 Dixon Road
43.7447564,-79.3464878,Pharmacy,Retail Pharmacy,Procare Pharmacy,1262 Don Mills Road
43.6861006,-79.376427,Pharmacy,Retail Pharmacy,Marshall's Drug Store,412 Summerhill Avenue
43.660489,-79.3860552,Integrated Community Health Services Centre,"Bone Mineral Dxa, Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect",Bay Cardiac Diagnostic Inc.,790 Bay Street
43.6808904,-79.3458363,Community Support Service,,Greek Community Of Toronto,"760 Pape Avenue, Department Of Social Services"
43.7665304,-79.1926752,Pharmacy,Retail Pharmacy,Mda Discount Pharmacy,4125 Lawrence Avenue East
43.6687371,-79.3949076,Integrated Community Health Services Centre,General Ultrasound,Toronto Ultrasound Imaging,180 Bloor Street West
43.664762,-79.4186463,Long-Term Care Home,NH for-profit,The O'Neill Centre,33 Christie Street
43.8032299,-79.1889947,Long-Term Care Home,NH for-profit,Extendicare Rouge Valley,551 Conlins Road
43.6622425,-79.3786716,Seniors Active Living Centre,,St. James Town Seniors Active Living Program,84 Carlton Street
43.7309594,-79.3057983,Pharmacy,Retail Pharmacy,Main Drug Mart,7-1646 Victoria Park Avenue
43.7033217,-79.4410508,Pharmacy,Retail Pharmacy,Sobeys Pharmacy #7247,145 Marlee Avenue
43.659599,-79.3880102,HIV AIDS and Hep C Program,HCV Service,"University Health Network, Toronto General Hospital",200 Elizabeth Street
43.6967191,-79.3958326,Integrated Community Health Services Centre,Sleep Studies,Toronto Sleep Clinic,1835 Yonge Street
43.7071155,-79.3988865,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association Of Ontario,2300 Yonge Street
43.6492926,-79.4836596,Integrated Community Health Services Centre,Bone Mineral Dxa,West End Diagnostic Imaging,2425 Bloor Street West
43.6669937,-79.3852256,Pharmacy,Allergen Supplier,Preventmed Management Corp,615 Yonge Street 6th Fl
43.6494938,-79.4219062,Pharmacy,Retail Pharmacy,Trinity Bellwoods Pharmacy,1168A Dundas Street West
43.6587181,-79.442077,Pharmacy,Retail Pharmacy,Bloordale Pharmacy,1290 Bloor Street West
43.6717263,-79.4676753,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #867,620 Keele Street
43.7098727,-79.3326153,Community Health Centre,Main,Flemingdon Health Centre,10 Gateway Boulevard
43.6439187,-79.4190368,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1362,A-1033 Queen Street West
43.6465091,-79.3800774,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #985,200 Bay Street
43.6518256,-79.4501059,Pharmacy,Retail Pharmacy,Margis Pharmacy,3-38 Howard Park Avenue
43.6680863,-79.3081734,Integrated Community Health Services Centre,"Pulmonary Function A - Pure Screening, Vascular Ultrasound, General Ultrasound",East Toronto Vascular Clinic,1805 Queen Street East
43.6747716,-79.3956456,Pharmacy,Retail Pharmacy,Davenport Pharmacy,219 Davenport Road Unit 115
43.6906105,-79.2919515,Pharmacy,Retail Pharmacy,Desh Guardian Pharmacy,2978 Danforth Avenue
43.6574905,-79.3828569,Community Support Service,,Three Trilliums Community Place Inc.,25 Elm Street
43.6565267,-79.3761484,Pharmacy,Retail Pharmacy,Metro Drugs,129 Dundas Street East
43.751843,-79.5154252,Pharmacy,Retail Pharmacy,York Woods Village Pharmacy,2867 Jane Street
43.7250997,-79.4528053,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #881,3401 Dufferin Street
43.6486362,-79.3790441,Community Support Service,,Hospice Toronto,"Commerce Court Postal Station P.O 324, 1102 -25 King Street West"
43.7916935,-79.4470784,Community Support Service,,Bernard Betel Centre For Creative Living,"1003 Steeles Avenue West,"
43.6651484,-79.3736358,Mental Health and Addiction Organization,Mental Health Services,Cota Health,425 Sherbourne Street
43.7059297,-79.3128312,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #915,812 O'Connor Drive
43.760735,-79.3247751,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1498,A-1285 York Mills Road
43.7008394,-79.2544827,Licensed Retirement Home,,Retirement Suites By The Lake,2121 Kingston Road
43.6683512,-79.3967577,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1410,236 Bloor Street West
43.6811613,-79.4266009,Community Support Service,,St. Matthew's Bracondale House,707 St. Clair Avenue West
43.6936316,-79.2748419,Long-Term Care Home,NH non-profit,Chester Village,3555 Danforth Avenue
43.6896814,-79.3418327,Pharmacy,Retail Pharmacy,Blair Court Pharmacy,266 Donlands Avenue
43.6494106,-79.3625167,Seniors Active Living Centre,,Les Centres D'Accueil Heritage - Centre Des Pionniers,"33 Hahn Place, Suite 104"
43.6438745,-79.370072,Pharmacy,Retail Pharmacy,The Drugstore Pharmacy #1079,10 Lower Jarvis Street
43.7497311,-79.3540204,Community Support Service,,Aphasia Institute,73 Scarsdale Road
43.65636,-79.4093602,Pharmacy,Retail Pharmacy,College Medical Pharmacy,474 College Street
43.6532393,-79.3978341,Pharmacy,Retail Pharmacy,Rexall #8191,285 Spadina Avenue
43.6587711,-79.4395604,Midwifery Clinic,Main,Midwives Collective Of Toronto,1203 Bloor Street West
43.7470561,-79.3849528,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1403,2528 Bayview Avenue
43.650332,-79.3805173,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1441,333 Bay Street
43.6635309,-79.3296043,Licensed Retirement Home,,Chartwell Avondale Retirement Residence,1238 Queen Street East
43.68241,-79.5104531,Pharmacy,Retail Pharmacy,Metro Drugs,320 Scarlett Road
43.7753775,-79.4141625,Pharmacy,Retail Pharmacy,Metro Pharmacy #540,5383 Yonge Street
43.6582535,-79.3747226,Pharmacy,Retail Pharmacy,Jarvis St. Apothecary,275 Jarvis Street
43.6606417,-79.3854747,Pharmacy,Retail Pharmacy,Rexall #745,C216-777 Bay Street
43.6464786,-79.4021882,HIV AIDS and Hep C Program,CBAESP,Centre Francophone Du Grand Toronto,555 Richmond Street West
43.7054552,-79.3119613,Pharmacy,Long Term Care Facility,St. Clair/O'Connor Comm. Nh,2703 St Clair Avenue East
43.6969404,-79.3958375,Pharmacy,Retail Pharmacy,Yonge Health Pharmacy,1849 Yonge Street
43.7195228,-79.4449498,Community Health Centre,Main,Unison Health And Community Services Lawrence Heights,12 Flemington Road
43.65636,-79.4093602,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,474 College Street
43.7071155,-79.3988865,Pharmacy,Retail Pharmacy,Rexall #2055,2300 Yonge Street
43.7238978,-79.3362547,Family Health Team,Main,Don Mills Family Health Team,20 Wynford Drive
43.6551175,-79.4148086,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,622 College Street Suite 203
43.7068317,-79.3959764,HIV AIDS and Hep C Program,CBAESP,Hospice Toronto,55 Eglinton Avenue East
43.65239,-79.3985506,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,280 Spadina Avenue
43.7448635,-79.4362694,Pharmacy,Allergen Supplier,Cleo Laboratories Inc,3910 Bathurst Street Suite 400
43.704347,-79.3468603,Community Support Service,,The Neighbourhood Organization,18 Thorncliffe Park Drive
43.6135124,-79.4888606,Community Support Service,,West Toronto Community Health Services,2445 Lake Shore Boulevard West
43.6833513,-79.3229454,Pharmacy,Retail Pharmacy,Icare Discount Pharmacy,6-1577 Danforth Avenue
43.6424387,-79.4247237,Pharmacy,Retail Pharmacy,Abell Pharmacy,1-68 Abell Street
43.649052,-79.484257,Seniors Active Living Centre,,Ukrainian Canadian Social Services (Toronto Inc.),2445 Bloor Street West
43.6809415,-79.4972597,Pharmacy,Retail Pharmacy,Janedal Pharmacy,965 Jane Street
43.6575209,-79.4034068,Pharmacy,Allergen Supplier,Amin Management Limited,340 College Street Suite 210
43.6767343,-79.44756,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Reconnect Community Health Services,1281 St. Clair Avenue West
43.6500142,-79.4825476,Pharmacy,Retail Pharmacy,Swansea Village Pharmacy,2388 Bloor Street West
43.7005313,-79.5161645,Pharmacy,Retail Pharmacy,Eagle Manor Pharmacy,1901 Weston Road
43.7544462,-79.5258271,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,"Reactivation Care Centre - Humber River Hospital, Finch Site",2111 Finch Avenue West
43.6802246,-79.3456817,Long-Term Care Home,NH non-profit,Nisbet Lodge,740 Pape Avenue
43.7347863,-79.419602,Pharmacy,Retail Pharmacy,Canada Chemists,1975 Avenue Road
43.7104035,-79.5340078,Pharmacy,Retail Pharmacy,Loblaw Pharmacy,2549 Weston Road
43.6564291,-79.4031237,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,The Neighbourhood Group Community Services,260 Augusta Avenue
43.7004266,-79.4270756,Pharmacy,Retail Pharmacy,Rexall #3012,901 Eglinton Avenue West
43.6466216,-79.4042107,HIV AIDS and Hep C Program,"HR Program, At Site, HIV POC Testing","Parkdale Queen West Community Health Centre, Bathurst Site",168 Bathurst Street
43.7687281,-79.2708711,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,2025 Midland Avenue
43.7524618,-79.3140921,Pharmacy,Retail Pharmacy,Cassandra Pharmacy,2040 Victoria Park Avenue
43.6604894,-79.3860556,Licensed Lab and Specimen Collection Centre,Community (Private) Lab Location,Hq Health Hub,790 Bay Street Suite 820
43.666271,-79.3754907,Pharmacy,Retail Pharmacy,Medicare Drug Mart,151 Wellesley Street East
43.6911745,-79.4724634,Nurse Practitioner-Led Clinic,Satellite,Emery-Keelesdale Nurse Practitioner-Led Clinic (Satellite),2562 Eglinton Avenue West
43.6774839,-79.4431907,Pharmacy,Retail Pharmacy,Nova Pharmacy,1674 Dufferin Street
43.6662425,-79.4863876,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1166,3446 Dundas Street West
43.7010418,-79.5100127,Long-Term Care Home,NH for-profit,Weston Terrace Community,2005 Lawrence Avenue West
43.7236474,-79.4881181,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Humber River Hospital - Wilson Site,1235 Wilson Avenue
43.668089,-79.3906616,Pharmacy,Retail Pharmacy,Everest Whole Health Pharmacy,100-2 St Thomas Street
43.6802524,-79.3449855,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,751 Pape Avenue L.L.
43.6654358,-79.403777,Mental Health and Addiction Organization,Mental Health Services,Woodgreen Community Services,720 Spadina Avenue
43.6733812,-79.4210097,Community Support Service,,Ontario Association Of Residents' Councils,"C/O Castleview, 351 Christie Street"
43.706686,-79.394627,Licensed Retirement Home,,The Dunfield Retirement Residence,77 Dunfield Avenue
43.666869,-79.4052384,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #806,360 Bloor Street West
43.6654477,-79.4816563,Mental Health and Addiction Organization,Mental Health Services,Cross Toronto Community Development Corporation,3345 Dundas Street West
43.6856212,-79.3123897,Pharmacy,Retail Pharmacy,Main Drug Mart,2091 Danforth Avenue
43.6642573,-79.3688173,Mental Health and Addiction Organization,Addiction Services,St. Michael's Homes,234-236 Carlton Street
43.689355,-79.5084442,Mental Health and Addiction Organization,Mental Health Services,University Health Network,170 Emmett Avenue
43.6544565,-79.3691044,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1333,237 Queen Street East
43.6584283,-79.4082587,Pharmacy,Retail Pharmacy,St George Drug Mart,567 Bathurst Street
43.6408957,-79.4364233,Pharmacy,Retail Pharmacy,Vina Pharmacy,1460 Queen Street West
43.6795996,-79.3578607,Integrated Community Health Services Centre,"Bone Mineral Dxa, Radiography, General Ultrasound",Don Valley X-Ray And Ultrasound,855 Broadview Avenue
43.6288663,-79.3555673,Seniors Active Living Centre,,Camp Sunshine,60 Lakeshore Avenue
43.6720106,-79.3876662,Pharmacy,Retail Pharmacy,Markie's Procare Pharmacy,4-10 Yorkville Avenue
43.6575078,-79.4034113,Midwifery Clinic,Main,Kensington Midwives,340 College Street
43.6142515,-79.4892655,Pharmacy,Retail Pharmacy,Lakeside Pharmacy,2438 Lake Shore Boulevard West
43.7156741,-79.2838529,Community Support Service,,La Salle Manor,61 Fairfax Crescent
43.6574467,-79.3571567,Mental Health and Addiction Organization,Mental Health Services,Cota Health,550 Queen Street East
43.6538438,-79.3766612,Mental Health and Addiction Organization,Mental Health Services,Trinity Cafe,56 Queen Street East
43.6746205,-79.3909502,Licensed Retirement Home,,Belmont House,55 Belmont Street
43.6637212,-79.4181425,Pharmacy,Retail Pharmacy,Bloor Park Pharmacy,728 Bloor Street West
43.7393905,-79.2381277,Pharmacy,Retail Pharmacy,Ash Medical Pharmacy,2900 Eglinton Avenue East
43.6722543,-79.3907879,Pharmacy,Retail Pharmacy,Unidrugs,1300 Bay Street
43.6397823,-79.4461627,Seniors Active Living Centre,,Parkdale Golden Age Foundation,"27 Roncesvalles Avenue, Suite 401"
43.6988493,-79.3969918,Pharmacy,Retail Pharmacy,Sam's I.D.A. Pharmacy,101Y-1920 Yonge Street
43.7133158,-79.4286639,Pharmacy,Retail Pharmacy,Delray Pharmacy,2812 Bathurst Street
43.6659434,-79.3555025,Hospital,Site,Hennick Bridgepoint Hospital,14 St. Mathews Road
43.6558419,-79.4097158,Pharmacy,Retail Pharmacy,The Palmerston Phrc & Homecare,499 College Street
43.7370792,-79.2506323,Community Health Centre,Satellite,Scarborough Centre For Healthy Communities The Hub,2660 Eglinton Avenue East
43.6816285,-79.4735394,Pharmacy,Retail Pharmacy,Keele & Rogers Pharmacy,605 Rogers Road
43.6494529,-79.4211578,Seniors Active Living Centre,,West Neighbourhood House -Social Integration,248 Ossington Avenue
43.6440533,-79.5308296,Pharmacy,Long Term Care Facility,Labdara Lithuanian Nursing Hom,5 Resurrection Road
43.6841914,-79.5190246,Community Support Service,,St. Demetrius Supportive Care Services Corp.,"60 Richview Road,"
43.6646283,-79.3868934,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1149,"951 Bay Street, Unit G-41"
43.6458446,-79.523539,Pharmacy,Retail Pharmacy,Islington Medical Pharmacy,1243 Islington Avenue
43.7075582,-79.3957359,Pharmacy,Retail Pharmacy,Apex Drug Mart,90 Eglinton Avenue East
43.6492926,-79.4836596,Integrated Community Health Services Centre,"Fluoroscopy, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",West End Radiological Laboratories Limited,2425 Bloor Street West
43.6036379,-79.5382102,Seniors Active Living Centre,,Franklin Horner Community Centre,432 Horner Avenue
43.6404074,-79.4385573,Pharmacy,Retail Pharmacy,Parkdale Guardian Drugs,1514 Queen Street West
